    X1     Y1     X2     Y2 <S(X1,Y1).S(X2,Y2)> (D=32k)
     0      0      0      0   0.692052
     0      0      0      1  -0.373720
     0      0      0      2   0.151963
     0      0      0      3  -0.093230
     0      0      0      4   0.075226
     0      0      0      5  -0.034247
     0      0      0      6   0.027188
     0      0      0      7  -0.013655
     0      0      1      0  -0.395854
     0      0      1      1   0.172945
     0      0      1      2  -0.147227
     0      0      1      3   0.081792
     0      0      1      4  -0.050752
     0      0      1      5   0.037189
     0      0      1      6  -0.018003
     0      0      1      7   0.019723
     0      0      2      0   0.146555
     0      0      2      1  -0.153275
     0      0      2      2   0.098317
     0      0      2      3  -0.074872
     0      0      2      4   0.049450
     0      0      2      5  -0.019019
     0      0      2      6   0.017434
     0      0      2      7  -0.006196
     0      0      3      0  -0.121718
     0      0      3      1   0.087187
     0      0      3      2  -0.070952
     0      0      3      3   0.015381
     0      0      3      4  -0.006602
     0      0      3      5   0.011836
     0      0      3      6   0.001047
     0      0      3      7   0.005046
     0      0      4      0   0.067207
     0      0      4      1  -0.063522
     0      0      4      2   0.028259
     0      0      4      3  -0.009745
     0      0      4      4  -0.016012
     0      0      4      5   0.017007
     0      0      4      6  -0.016345
     0      0      4      7   0.017777
     0      0      5      0  -0.051469
     0      0      5      1   0.039568
     0      0      5      2  -0.024749
     0      0      5      3   0.000634
     0      0      5      4   0.012257
     0      0      5      5  -0.028728
     0      0      5      6   0.027154
     0      0      5      7  -0.028341
     0      0      6      0   0.034751
     0      0      6      1  -0.033002
     0      0      6      2   0.022016
     0      0      6      3  -0.006174
     0      0      6      4  -0.014196
     0      0      6      5   0.024809
     0      0      6      6  -0.033852
     0      0      6      7   0.030469
     0      0      7      0  -0.030640
     0      0      7      1   0.026588
     0      0      7      2  -0.022868
     0      0      7      3   0.007264
     0      0      7      4   0.011418
     0      0      7      5  -0.027492
     0      0      7      6   0.028211
     0      0      7      7  -0.032667
     0      0      8      0   0.023776
     0      0      8      1  -0.024421
     0      0      8      2   0.017814
     0      0      8      3  -0.007888
     0      0      8      4  -0.011902
     0      0      8      5   0.020257
     0      0      8      6  -0.027094
     0      0      8      7   0.025345
     0      0      9      0  -0.023231
     0      0      9      1   0.019038
     0      0      9      2  -0.016376
     0      0      9      3   0.003126
     0      0      9      4   0.004461
     0      0      9      5  -0.018204
     0      0      9      6   0.020303
     0      0      9      7  -0.024470
     0      0     10      0   0.017776
     0      0     10      1  -0.017737
     0      0     10      2   0.010062
     0      0     10      3  -0.006090
     0      0     10      4  -0.006366
     0      0     10      5   0.010543
     0      0     10      6  -0.018621
     0      0     10      7   0.018414
     0      0     11      0  -0.016606
     0      0     11      1   0.013178
     0      0     11      2  -0.010778
     0      0     11      3   0.001349
     0      0     11      4   0.001347
     0      0     11      5  -0.010819
     0      0     11      6   0.013436
     0      0     11      7  -0.016688
     0      0     12      0   0.010467
     0      0     12      1  -0.011699
     0      0     12      2   0.006449
     0      0     12      3  -0.004383
     0      0     12      4  -0.004270
     0      0     12      5   0.006372
     0      0     12      6  -0.011600
     0      0     12      7   0.010305
     0      0     13      0  -0.009940
     0      0     13      1   0.007192
     0      0     13      2  -0.007640
     0      0     13      3   0.001275
     0      0     13      4   0.001038
     0      0     13      5  -0.007386
     0      0     13      6   0.007009
     0      0     13      7  -0.009500
     0      0     14      0   0.005504
     0      0     14      1  -0.006751
     0      0     14      2   0.003872
     0      0     14      3  -0.002469
     0      0     14      4  -0.002209
     0      0     14      5   0.003680
     0      0     14      6  -0.006674
     0      0     14      7   0.005425
     0      0     15      0  -0.006515
     0      0     15      1   0.004300
     0      0     15      2  -0.004779
     0      0     15      3   0.000215
     0      0     15      4  -0.000078
     0      0     15      5  -0.004545
     0      0     15      6   0.004068
     0      0     15      7  -0.006264
