    X1     Y1     X2     Y2 <N(X1,Y1).N(X2,Y2)> (D=32k)
     0      0      0      0   2.103843
     0      0      0      1   1.872550
     0      0      0      2   1.917864
     0      0      0      3   1.919764
     0      0      0      4   1.934759
     0      0      0      5   1.943215
     0      0      1      0   1.865783
     0      0      1      1   1.913865
     0      0      1      2   1.890633
     0      0      1      3   1.891648
     0      0      1      4   1.916938
     0      0      1      5   1.929058
     0      0      2      0   1.891587
     0      0      2      1   1.864920
     0      0      2      2   1.797725
     0      0      2      3   1.798270
     0      0      2      4   1.865889
     0      0      2      5   1.893700
     0      0      3      0   1.873302
     0      0      3      1   1.840920
     0      0      3      2   1.769750
     0      0      3      3   1.769770
     0      0      3      4   1.840364
     0      0      3      5   1.872879
     0      0      4      0   1.856964
     0      0      4      1   1.822647
     0      0      4      2   1.764376
     0      0      4      3   1.764367
     0      0      4      4   1.822696
     0      0      4      5   1.857236
     0      0      5      0   1.854585
     0      0      5      1   1.811024
     0      0      5      2   1.755608
     0      0      5      3   1.755351
     0      0      5      4   1.810798
     0      0      5      5   1.854246
     0      0      6      0   1.860667
     0      0      6      1   1.815440
     0      0      6      2   1.763284
     0      0      6      3   1.763209
     0      0      6      4   1.815357
     0      0      6      5   1.860546
     0      0      7      0   1.863980
     0      0      7      1   1.825337
     0      0      7      2   1.774502
     0      0      7      3   1.774459
     0      0      7      4   1.825330
     0      0      7      5   1.863818
     0      0      8      0   1.864101
     0      0      8      1   1.825536
     0      0      8      2   1.774730
     0      0      8      3   1.774729
     0      0      8      4   1.825588
     0      0      8      5   1.864115
     0      0      9      0   1.861174
     0      0      9      1   1.816041
     0      0      9      2   1.763869
     0      0      9      3   1.763840
     0      0      9      4   1.816000
     0      0      9      5   1.861077
     0      0     10      0   1.855191
     0      0     10      1   1.811794
     0      0     10      2   1.756371
     0      0     10      3   1.756364
     0      0     10      4   1.811793
     0      0     10      5   1.855101
     0      0     11      0   1.857787
     0      0     11      1   1.823596
     0      0     11      2   1.765561
     0      0     11      3   1.765621
     0      0     11      4   1.823776
     0      0     11      5   1.858033
     0      0     12      0   1.873855
     0      0     12      1   1.841474
     0      0     12      2   1.770784
     0      0     12      3   1.770703
     0      0     12      4   1.841333
     0      0     12      5   1.873587
     0      0     13      0   1.893926
     0      0     13      1   1.866459
     0      0     13      2   1.799003
     0      0     13      3   1.799048
     0      0     13      4   1.866560
     0      0     13      5   1.894071
     0      0     14      0   1.929340
     0      0     14      1   1.917298
     0      0     14      2   1.891999
     0      0     14      3   1.891957
     0      0     14      4   1.917253
     0      0     14      5   1.929243
     0      0     15      0   1.943332
     0      0     15      1   1.934988
     0      0     15      2   1.920066
     0      0     15      3   1.920047
     0      0     15      4   1.934953
     0      0     15      5   1.943298
     0      1      0      0   1.872550
     0      1      0      1   2.133582
     0      1      0      2   1.857684
