    X1     Y1     X2     Y2 <S(X1,Y1).S(X2,Y2)> (D=32k)
     0      0      0      0   0.669030
     0      0      0      1  -0.342173
     0      0      0      2   0.107313
     0      0      0      3  -0.087718
     0      0      1      0  -0.338631
     0      0      1      1   0.119354
     0      0      1      2  -0.105156
     0      0      1      3   0.061697
     0      0      2      0   0.082467
     0      0      2      1  -0.089656
     0      0      2      2   0.044267
     0      0      2      3  -0.047176
     0      0      3      0  -0.033087
     0      0      3      1   0.018605
     0      0      3      2  -0.022592
     0      0      3      3   0.003964
     0      0      4      0  -0.004343
     0      0      4      1   0.004859
     0      0      4      2  -0.010544
     0      0      4      3   0.006590
     0      0      5      0   0.018496
     0      0      5      1  -0.022438
     0      0      5      2   0.026103
     0      0      5      3  -0.039434
     0      0      6      0  -0.034087
     0      0      6      1   0.033583
     0      0      6      2  -0.040062
     0      0      6      3   0.040172
     0      0      7      0   0.035292
     0      0      7      1  -0.038557
     0      0      7      2   0.040984
     0      0      7      3  -0.046418
     0      0      8      0  -0.033253
     0      0      8      1   0.033282
     0      0      8      2  -0.036914
     0      0      8      3   0.035823
     0      0      9      0   0.023886
     0      0      9      1  -0.024638
     0      0      9      2   0.024575
     0      0      9      3  -0.027559
     0      0     10      0  -0.009848
     0      0     10      1   0.008807
     0      0     10      2  -0.009530
     0      0     10      3   0.009537
     0      0     11      0   0.001011
     0      0     11      1  -0.000329
     0      0     11      2  -0.000291
     0      0     11      3  -0.002180
     0      0     12      0   0.010416
     0      0     12      1  -0.010290
     0      0     12      2   0.009687
     0      0     12      3  -0.010506
     0      0     13      0  -0.017117
     0      0     13      1   0.016649
     0      0     13      2  -0.016595
     0      0     13      3   0.015860
     0      0     14      0   0.019961
     0      0     14      1  -0.021384
     0      0     14      2   0.020909
     0      0     14      3  -0.019688
     0      0     15      0  -0.024283
     0      0     15      1   0.021848
     0      0     15      2  -0.021765
     0      0     15      3   0.023218
     0      1      0      0  -0.342173
     0      1      0      1   0.646972
     0      1      0      2  -0.257799
     0      1      0      3   0.107314
     0      1      1      0   0.124058
     0      1      1      1  -0.226297
     0      1      1      2   0.103903
     0      1      1      3  -0.094219
     0      1      2      0  -0.088213
     0      1      2      1   0.064886
     0      1      2      2  -0.060700
     0      1      2      3   0.044832
     0      1      3      0   0.021712
     0      1      3      1  -0.021502
     0      1      3      2   0.015947
     0      1      3      3  -0.021936
     0      1      4      0   0.004128
     0      1      4      1  -0.007439
     0      1      4      2   0.005715
     0      1      4      3  -0.010363
     0      1      5      0  -0.020860
     0      1      5      1   0.022418
     0      1      5      2  -0.028656
     0      1      5      3   0.025451
     0      1      6      0   0.032036
     0      1      6      1  -0.032659
     0      1      6      2   0.035285
     0      1      6      3  -0.038241
     0      1      7      0  -0.035270
     0      1      7      1   0.035853
     0      1      7      2  -0.038946
     0      1      7      3   0.038440
     0      1      8      0   0.030558
     0      1      8      1  -0.031759
     0      1      8      2   0.032789
     0      1      8      3  -0.033504
     0      1      9      0  -0.023321
     0      1      9      1   0.022347
     0      1      9      2  -0.023159
     0      1      9      3   0.024012
     0      1     10      0   0.008666
     0      1     10      1  -0.008627
     0      1     10      2   0.008387
     0      1     10      3  -0.009047
     0      1     11      0  -0.001602
     0      1     11      1  -0.000085
     0      1     11      2   0.000008
     0      1     11      3   0.001454
     0      1     12      0  -0.009900
     0      1     12      1   0.009195
     0      1     12      2  -0.009120
     0      1     12      3   0.009467
     0      1     13      0   0.015165
     0      1     13      1  -0.015429
     0      1     13      2   0.015209
     0      1     13      3  -0.015062
     0      1     14      0  -0.018369
     0      1     14      1   0.019481
     0      1     14      2  -0.019396
     0      1     14      3   0.018077
     0      1     15      0   0.021849
     0      1     15      1  -0.020144
     0      1     15      2   0.019952
     0      1     15      3  -0.021772
     0      2      0      0   0.107313
     0      2      0      1  -0.257799
     0      2      0      2   0.646972
     0      2      0      3  -0.342172
     0      2      1      0  -0.094216
     0      2      1      1   0.103904
     0      2      1      2  -0.226301
     0      2      1      3   0.124059
     0      2      2      0   0.044833
     0      2      2      1  -0.060701
     0      2      2      2   0.064888
     0      2      2      3  -0.088209
     0      2      3      0  -0.021942
     0      2      3      1   0.015950
     0      2      3      2  -0.021491
     0      2      3      3   0.021707
     0      2      4      0  -0.010350
     0      2      4      1   0.005727
     0      2      4      2  -0.007446
     0      2      4      3   0.004144
     0      2      5      0   0.025451
     0      2      5      1  -0.028669
     0      2      5      2   0.022424
     0      2      5      3  -0.020881
     0      2      6      0  -0.038268
     0      2      6      1   0.035313
     0      2      6      2  -0.032642
     0      2      6      3   0.032042
     0      2      7      0   0.038431
     0      2      7      1  -0.038938
     0      2      7      2   0.035851
     0      2      7      3  -0.035279
     0      2      8      0  -0.033524
     0      2      8      1   0.032792
     0      2      8      2  -0.031756
     0      2      8      3   0.030537
     0      2      9      0   0.024001
     0      2      9      1  -0.023156
     0      2      9      2   0.022342
     0      2      9      3  -0.023334
     0      2     10      0  -0.009057
     0      2     10      1   0.008388
     0      2     10      2  -0.008624
     0      2     10      3   0.008654
     0      2     11      0   0.001448
     0      2     11      1   0.000012
     0      2     11      2  -0.000082
     0      2     11      3  -0.001614
     0      2     12      0   0.009473
     0      2     12      1  -0.009120
     0      2     12      2   0.009192
     0      2     12      3  -0.009888
     0      2     13      0  -0.015046
     0      2     13      1   0.015203
     0      2     13      2  -0.015430
     0      2     13      3   0.015175
     0      2     14      0   0.018081
     0      2     14      1  -0.019389
     0      2     14      2   0.019481
     0      2     14      3  -0.018358
     0      2     15      0  -0.021766
     0      2     15      1   0.019952
     0      2     15      2  -0.020138
     0      2     15      3   0.021849
     0      3      0      0  -0.087718
     0      3      0      1   0.107314
     0      3      0      2  -0.342172
     0      3      0      3   0.669030
     0      3      1      0   0.061698
     0      3      1      1  -0.105161
     0      3      1      2   0.119357
     0      3      1      3  -0.338642
     0      3      2      0  -0.047185
     0      3      2      1   0.044268
     0      3      2      2  -0.089663
     0      3      2      3   0.082473
     0      3      3      0   0.003972
     0      3      3      1  -0.022596
     0      3      3      2   0.018602
     0      3      3      3  -0.033087
     0      3      4      0   0.006553
     0      3      4      1  -0.010553
     0      3      4      2   0.004841
     0      3      4      3  -0.004312
     0      3      5      0  -0.039378
     0      3      5      1   0.026083
     0      3      5      2  -0.022456
     0      3      5      3   0.018460
     0      3      6      0   0.040099
     0      3      6      1  -0.040054
     0      3      6      2   0.033563
     0      3      6      3  -0.034054
     0      3      7      0  -0.046325
     0      3      7      1   0.040955
     0      3      7      2  -0.038543
     0      3      7      3   0.035285
     0      3      8      0   0.035806
     0      3      8      1  -0.036908
     0      3      8      2   0.033280
     0      3      8      3  -0.033221
     0      3      9      0  -0.027520
     0      3      9      1   0.024571
     0      3      9      2  -0.024630
     0      3      9      3   0.023899
     0      3     10      0   0.009532
     0      3     10      1  -0.009531
     0      3     10      2   0.008809
     0      3     10      3  -0.009827
     0      3     11      0  -0.002160
     0      3     11      1  -0.000294
     0      3     11      2  -0.000334
     0      3     11      3   0.001018
     0      3     12      0  -0.010523
     0      3     12      1   0.009690
     0      3     12      2  -0.010288
     0      3     12      3   0.010413
     0      3     13      0   0.015853
     0      3     13      1  -0.016594
     0      3     13      2   0.016655
     0      3     13      3  -0.017136
     0      3     14      0  -0.019697
     0      3     14      1   0.020908
     0      3     14      2  -0.021390
     0      3     14      3   0.019956
     0      3     15      0   0.023218
     0      3     15      1  -0.021771
     0      3     15      2   0.021847
     0      3     15      3  -0.024288
     1      0      0      0  -0.338631
     1      0      0      1   0.124058
     1      0      0      2  -0.094216
     1      0      0      3   0.061698
     1      0      1      0   0.632591
     1      0      1      1  -0.200580
     1      0      1      2   0.073073
     1      0      1      3  -0.052284
     1      0      2      0  -0.240841
     1      0      2      1   0.071148
     1      0      2      2  -0.050317
     1      0      2      3   0.029788
     1      0      3      0   0.049555
     1      0      3      1  -0.041519
     1      0      3      2   0.010937
     1      0      3      3  -0.010009
     1      0      4      0  -0.007518
     1      0      4      1   0.000757
     1      0      4      2   0.002321
     1      0      4      3  -0.014654
     1      0      5      0  -0.011123
     1      0      5      1   0.015301
     1      0      5      2  -0.024797
     1      0      5      3   0.025443
     1      0      6      0   0.024765
     1      0      6      1  -0.026874
     1      0      6      2   0.032714
     1      0      6      3  -0.039864
     1      0      7      0  -0.028794
     1      0      7      1   0.031028
     1      0      7      2  -0.035941
     1      0      7      3   0.037415
     1      0      8      0   0.026198
     1      0      8      1  -0.028329
     1      0      8      2   0.030702
     1      0      8      3  -0.032542
     1      0      9      0  -0.020417
     1      0      9      1   0.020219
     1      0      9      2  -0.021848
     1      0      9      3   0.023152
     1      0     10      0   0.007630
     1      0     10      1  -0.007923
     1      0     10      2   0.008081
     1      0     10      3  -0.009004
     1      0     11      0  -0.001380
     1      0     11      1   0.000030
     1      0     11      2  -0.000322
     1      0     11      3   0.001933
     1      0     12      0  -0.009153
     1      0     12      1   0.008385
     1      0     12      2  -0.008033
     1      0     12      3   0.008174
     1      0     13      0   0.013891
     1      0     13      1  -0.014043
     1      0     13      2   0.013665
     1      0     13      3  -0.013380
     1      0     14      0  -0.016792
     1      0     14      1   0.017756
     1      0     14      2  -0.017550
     1      0     14      3   0.016291
     1      0     15      0   0.019965
     1      0     15      1  -0.018371
     1      0     15      2   0.018083
     1      0     15      3  -0.019700
     1      1      0      0   0.119354
     1      1      0      1  -0.226297
     1      1      0      2   0.103904
     1      1      0      3  -0.105161
     1      1      1      0  -0.200580
     1      1      1      1   0.612287
     1      1      1      2  -0.209214
     1      1      1      3   0.073075
     1      1      2      0   0.074914
     1      1      2      1  -0.185529
     1      1      2      2   0.059636
     1      1      2      3  -0.053174
     1      1      3      0  -0.049226
     1      1      3      1   0.029051
     1      1      3      2  -0.032363
     1      1      3      3   0.013703
     1      1      4      0   0.000090
     1      1      4      1   0.001902
     1      1      4      2  -0.009754
     1      1      4      3   0.002582
     1      1      5      0   0.016624
     1      1      5      1  -0.021050
     1      1      5      2   0.021900
     1      1      5      3  -0.026613
     1      1      6      0  -0.030310
     1      1      6      1   0.032405
     1      1      6      2  -0.039500
     1      1      6      3   0.035344
     1      1      7      0   0.032898
     1      1      7      1  -0.035694
     1      1      7      2   0.037653
     1      1      7      3  -0.038323
     1      1      8      0  -0.029923
     1      1      8      1   0.031118
     1      1      8      2  -0.033548
     1      1      8      3   0.032053
     1      1      9      0   0.022177
     1      1      9      1  -0.022377
     1      1      9      2   0.022619
     1      1      9      3  -0.024456
     1      1     10      0  -0.008729
     1      1     10      1   0.008199
     1      1     10      2  -0.008644
     1      1     10      3   0.009005
     1      1     11      0   0.001254
     1      1     11      1  -0.000208
     1      1     11      2  -0.000024
     1      1     11      3  -0.001939
     1      1     12      0   0.009381
     1      1     12      1  -0.009162
     1      1     12      2   0.008719
     1      1     12      3  -0.009137
     1      1     13      0  -0.014910
     1      1     13      1   0.014881
     1      1     13      2  -0.014781
     1      1     13      3   0.014318
     1      1     14      0   0.017757
     1      1     14      1  -0.019007
     1      1     14      2   0.018754
     1      1     14      3  -0.017541
     1      1     15      0  -0.021389
     1      1     15      1   0.019485
     1      1     15      2  -0.019392
     1      1     15      3   0.020913
     1      2      0      0  -0.105156
     1      2      0      1   0.103903
     1      2      0      2  -0.226301
     1      2      0      3   0.119357
     1      2      1      0   0.073073
     1      2      1      1  -0.209214
     1      2      1      2   0.612287
     1      2      1      3  -0.200582
     1      2      2      0  -0.053178
     1      2      2      1   0.059638
     1      2      2      2  -0.185527
     1      2      2      3   0.074917
     1      2      3      0   0.013709
     1      2      3      1  -0.032369
     1      2      3      2   0.029051
     1      2      3      3  -0.049221
     1      2      4      0   0.002611
     1      2      4      1  -0.009750
     1      2      4      2   0.001885
     1      2      4      3   0.000070
     1      2      5      0  -0.026613
     1      2      5      1   0.021873
     1      2      5      2  -0.021042
     1      2      5      3   0.016648
     1      2      6      0   0.035329
     1      2      6      1  -0.039491
     1      2      6      2   0.032407
     1      2      6      3  -0.030290
     1      2      7      0  -0.038306
     1      2      7      1   0.037626
     1      2      7      2  -0.035704
     1      2      7      3   0.032902
     1      2      8      0   0.032059
     1      2      8      1  -0.033554
     1      2      8      2   0.031123
     1      2      8      3  -0.029916
     1      2      9      0  -0.024443
     1      2      9      1   0.022619
     1      2      9      2  -0.022380
     1      2      9      3   0.022195
     1      2     10      0   0.009008
     1      2     10      1  -0.008650
     1      2     10      2   0.008198
     1      2     10      3  -0.008719
     1      2     11      0  -0.001928
     1      2     11      1  -0.000027
     1      2     11      2  -0.000212
     1      2     11      3   0.001261
     1      2     12      0  -0.009150
     1      2     12      1   0.008722
     1      2     12      2  -0.009161
     1      2     12      3   0.009374
     1      2     13      0   0.014311
     1      2     13      1  -0.014781
